Name,RA_2000,Dec_2000,Vmag,Spct
,075751.8,-453440,5.17,K
27,075944.1,-034047,4.93,K
12,075905.7,-231838,5.11,K
2Ome,080055.9,+252334,5.83,G
,080048.0,+194858,6.25,K
,075650.7,-590735,6.25,M
,080100.7,+233459,6.34,K
3,080047.3,+171831,5.55,K
,075814.4,-491442,4.41,B
,080155.1,+352447,6.34,K
,075952.0,-182357,4.61,A
4Ome,080143.8,+250523,6.31,A
,075821.4,-512655,6.44,A
5,080130.3,+162719,5.99,B
,080044.1,-025254,6.51,B
,080113.8,+045247,5.65,A
,075901.8,-451258,5.99,B
,075746.9,-601812,5.60,G
,075712.5,-631749,6.14,B
,075928.4,-391750,5.24,F
28,080113.3,-012333,4.68,K
,075912.3,-495836,6.32,B
,075913.4,-495825,6.34,B
,080150.7,+085450,6.22,G
,080215.9,+022004,4.39,K
,080019.6,-452725,6.61,K
,075850.5,-604928,5.81,B
,080014.9,-485853,6.02,A
Chi,080331.1,+274739,4.94,K
,080226.0,-062014,6.33,G
,080028.9,-485217,6.12,A
,075940.2,-601227,6.33,B
,075937.6,-603513,5.17,M
,080137.4,-371701,5.95,A
,080206.2,-370302,6.34,M
,080049.9,-540905,5.87,B
,080122.9,-543054,6.10,B
,080445.2,+185032,6.15,B
,080020.0,-633403,4.82,B
,080304.1,-322750,5.82,K
,080131.5,-552718,6.28,B
,080244.8,-411836,5.52,B
8,080504.5,+130705,5.12,A
,080537.0,+273147,6.21,A
Zet,080335.1,-400012,2.25,O
,080329.5,-425655,6.29,G
28,080709.9,+431537,6.26,A
14,080441.5,-194341,6.13,B
9Mu,080618.4,+223808,5.99,M
,080416.2,-324030,5.31,M
,075916.1,-731441,6.34,A
,080549.6,-003425,6.41,K
27,080827.4,+513024,4.84,A
,080627.5,-091442,6.23,B
,081003.8,+581453,5.93,K
10Mu,080745.8,+213454,5.30,G
,080544.9,-333409,6.14,G
,080442.4,-503526,5.95,G
,080520.4,-465844,6.19,B
,080504.0,-530629,5.53,K
,080923.1,+422550,6.27,K
,081248.8,+682827,5.32,G
,080718.0,-203317,5.38,A
12,080842.4,+133827,6.27,F
15Rho,080732.6,-241815,2.81,F
,080442.9,-625010,6.30,B
,080640.4,-451559,5.05,K
29Zet,080835.6,-025902,4.34,G
,080856.9,-112023,6.32,A
,080843.5,-202147,6.36,A
14Psi,081027.2,+253026,5.73,G
16,080901.6,-191442,4.40,B
,081121.6,+384353,6.58,G
,080928.5,-161456,5.68,B
,080837.6,-374053,6.37,B
,080906.7,-301921,6.65,K
,082432.9,+822551,6.32,A
,081058.8,+143746,6.23,A
,080910.2,-352718,6.20,G
,081350.2,+562708,5.85,G
,081116.6,+094916,6.07,B
18,081039.8,-134757,5.54,F
,080909.6,-484104,5.70,B
,080935.9,-440722,5.21,B
,080947.7,-423826,6.26,B
Gam,080929.3,-472045,4.27,B
Gam,080932.0,-472012,1.78,W
16Zet,081212.7,+173852,5.63,F
16Zet,081212.7,+173852,6.02,F
16Zet,081213.3,+173852,6.20,G
19,081116.3,-125537,4.72,G
,081133.0,-074621,5.36,G
,080943.2,-475615,5.23,B
,081222.1,+140014,6.54,A
15,081308.9,+293924,5.64,B
,081932.2,+754525,5.54,G
,080824.5,-634804,6.28,B
,080933.6,-560508,5.66,A
,081101.6,-371732,6.44,O
,080900.7,-611809,4.76,F
,081550.5,+602250,6.45,A
,081259.8,+163051,6.01,G
Eps,080755.8,-683702,4.35,B
,081341.7,+230816,6.56,A
,081121.5,-393707,4.45,K
,081125.9,-425914,4.75,A
,081111.1,-482743,5.82,B
,081411.1,+174033,6.47,A
20,081320.0,-154718,4.99,G
,081246.0,-295439,6.52,A
,081421.0,+130254,6.38,G
,081200.0,-463839,5.76,F
,081251.5,-375528,6.43,A
,081230.9,-461551,6.03,B
29,081750.4,+593416,5.64,A
,082040.3,+722426,5.98,M
,081329.6,-355359,4.78,B
,081341.1,-333409,6.37,K
,081411.0,-320827,6.06,B
,081358.4,-361921,5.08,B
,081358.8,-362028,6.11,B
,081413.2,-352926,5.78,K
,081402.9,-402053,4.44,K
,081336.2,-465931,5.13,B
,081917.3,+623026,5.71,G
,081815.8,+540837,6.27,K
,081334.1,-501146,5.51,M
,081633.9,+114335,7.13,M
17Bet,081630.9,+091108,3.52,K
,081423.9,-455004,5.83,B
,081552.5,-305533,6.21,G
,081731.7,+085158,6.29,G
,081558.9,-355410,6.16,K
30,082026.1,+574436,5.89,F
,081654.2,-211913,6.60,A
,081523.3,-502658,6.44,K
21,081723.1,-161706,6.16,A
,082029.1,+533428,6.49,F
,081823.9,-123755,5.98,G
,081515.9,-625457,5.16,A
,081758.3,-300012,6.45,K
18Chi,082003.9,+271304,5.14,F
,082244.1,+603752,6.41,K
,082021.0,+204452,5.83,K
,081915.1,-100957,6.32,F
,081817.4,-352706,5.58,K
,081812.6,-372227,6.70,A
19Lam,082032.1,+240120,5.98,B
,081949.9,+035652,6.05,G
,081833.3,-363934,4.45,A
,082013.1,-005434,6.18,F
,082017.1,-051945,6.13,K
,081929.4,-343525,6.43,B
,081755.8,-591001,6.42,F
31,082250.1,+431117,4.25,K
,082027.4,-225529,6.13,K
,082348.5,+531311,5.51,A
,082120.2,-013608,6.50,A
,082121.2,-200445,5.58,G
,081818.9,-653648,5.07,K
,082154.6,-173511,5.75,K
,082123.0,-330316,4.83,K
,082121.0,-362904,5.20,B
20,082321.8,+181956,5.95,A
,082230.2,-061045,6.15,A
,082124.2,-393715,6.16,A
,082442.8,+420018,6.02,K
,082254.0,-073236,5.96,M
22,082246.8,-130317,6.11,G
21,082355.2,+103755,6.08,M
,082249.9,-262053,5.90,F
,082504.9,+350041,6.06,K
,082112.0,-575823,5.97,B
,082231.6,-482925,4.82,B
,082436.4,-044301,6.01,F
,082317.2,-381709,6.32,M
1,082435.0,-034504,5.61,F
,082107.7,-640622,6.12,G
25,082549.9,+170246,6.14,F
,082255.2,-520726,5.85,A
Kap,081949.0,-713054,5.37,B
Kap,082000.7,-713019,5.65,A
,082946.2,+671751,5.88,G
22Phi,082627.7,+275337,5.57,K
,082535.5,+020608,5.73,K
,082554.8,+073352,5.13,G
Eps,082230.8,-593035,1.86,K
,082455.1,-230913,5.68,A
,082736.8,+453911,6.32,G
23Phi,082646.8,+265604,6.32,A
23Phi,082647.0,+265607,6.30,A
24,082639.8,+243203,7.02,F
24,082640.1,+243207,7.81,F
,082539.6,-035423,3.90,A
,082503.7,-240246,5.28,K
,082519.1,-210245,6.01,F
,082539.4,-172622,6.44,K
Alp,081831.6,-765511,4.07,F
27,082643.9,+123916,5.50,M
,082555.6,-145547,5.98,A
2,082627.2,-035915,5.59,A
,082457.2,-424610,5.98,B
1Omi,083015.9,+604305,3.36,G
,082641.9,-123204,5.54,K
,082717.2,-062435,6.59,F
,082551.9,-420912,5.47,B
,082617.6,-390334,6.53,B
,082618.2,-390337,7.25,A
28,082836.8,+240841,6.10,F
,082531.0,-514341,5.17,B
,082650.8,-291255,6.73,B
,083253.4,+691912,6.31,K
29,082837.3,+141239,5.95,A
Eta,082204.4,-732400,5.29,A
,082733.3,-205038,6.56,A
,082716.4,-314023,6.33,G
,082829.2,-023102,6.39,A
,082819.7,-084858,6.43,K
,082753.5,-260757,6.62,A
The,082038.5,-772904,4.35,K
,082625.2,-524827,6.05,A
,082850.9,-094454,6.00,F
,082759.3,-350650,5.75,B
,082835.9,-230418,6.51,A
,082853.3,-205701,6.67,B
,082551.6,-643603,5.97,G
Bet,082544.2,-660813,3.77,K
,083119.9,+371557,6.18,A
,082727.4,-550042,6.53,A
,082736.5,-530519,5.09,A
,083233.5,+530653,6.24,K
,083648.7,+744325,6.31,A
,082927.6,-271957,6.70,B
2,083436.2,+650842,5.47,A
30Ups,083130.5,+240452,5.75,F
,082907.6,-440938,5.79,B
31The,083135.7,+180540,5.35,K
,082904.7,-475545,5.33,B
,082927.6,-444330,4.99,B
,083255.0,+380059,5.90,K
,083154.6,+094852,6.83,B
,083028.6,-320934,5.65,K
,082945.6,-461955,5.99,B
,083029.6,-364316,6.69,M
32,083321.8,+362611,6.24,F
33Eta,083242.5,+202628,5.33,K
,083130.9,-193439,5.42,A
,082936.3,-551128,6.36,G
32Ups,083300.1,+240505,6.36,G
,082716.9,-700536,5.53,A
,083039.2,-444414,6.30,B
34,083239.9,+100358,6.46,A
,083124.6,-390351,6.31,B
,083233.3,-150146,6.38,F
,083110.8,-475200,6.39,B
,083345.1,+131526,6.28,K
33,083443.8,+362510,5.78,A
,083343.5,+044524,5.87,G
,083942.6,+733747,6.15,G
,083413.3,+082707,6.03,F
,083304.8,-243623,6.19,A
,083129.6,-542339,6.34,K
,083401.6,-020906,5.81,A
,083251.5,-313003,6.38,K
,083258.6,-343802,6.36,K
,083204.8,-531244,5.69,K
35,083519.4,+193524,6.58,G
,083319.9,-382216,6.49,B
,083338.3,-385056,5.96,B
,083330.4,-465816,6.24,K
3Pi,083911.7,+650115,5.64,G
,083524.9,+024437,6.33,G
,082419.8,-805451,5.69,G
,083607.7,+151849,6.32,F
,083551.0,+063712,5.99,F
,083551.3,+063721,7.25,G
,083431.7,-323555,6.43,G
3,083528.2,-075856,5.72,A
,083429.3,-373641,6.30,K
,083822.2,+532405,5.66,G
,083910.2,+595622,6.48,A
,083528.8,-265037,5.96,A
4Pi,084012.8,+641940,4.60,K
,083512.6,-395812,6.47,G
,083900.0,+525530,6.42,K
36,083705.8,+093920,5.88,A
,083443.6,-495639,5.01,K
,083917.6,+524242,5.91,K
,083819.0,+324807,5.94,K
4Del,083739.4,+054213,4.16,A
,083727.1,-045601,6.19,K
37,083805.2,+093429,6.53,A
,083552.1,-505812,5.80,B
,083519.6,-580033,4.86,K
,083515.4,-581330,5.26,B
,083820.3,-063945,6.51,A
,083242.2,-732124,6.12,G
5Sig,083845.4,+032029,4.44,K
,083729.7,-334445,6.48,F
Eta,083752.2,-261518,5.27,A
,083719.9,-400851,6.55,G
34,084101.1,+455002,5.37,G
,084018.3,+315631,6.10,F
,083924.6,+080102,6.45,K
,083840.3,-194413,6.33,K
,083738.7,-425921,4.14,A
39,084006.4,+200028,6.39,G
,084022.1,+194012,6.44,G
41Eps,084027.0,+193242,6.30,A
,083908.0,-223943,5.05,G
6,084001.5,-122831,4.98,K
,083718.8,-625113,5.47,K
Zet,083942.5,-293340,4.89,G
,083922.1,-363625,6.13,F
,083844.9,-530526,6.47,B
,084300.2,+465404,6.22,G
,084101.6,-090307,6.63,A
Bet,084006.2,-351830,3.97,G
,084019.3,-401551,5.20,B
,083923.8,-532623,5.48,B
9,084143.3,-155636,4.88,G
,083957.6,-530318,5.19,B
,083913.2,-601902,6.36,A
,084035.3,-451129,5.71,M
,084037.6,-463856,3.84,F
,084209.8,-115758,6.45,A
,084017.6,-525519,3.62,B
,084017.4,-530055,5.61,B
43Gam,084317.1,+212807,4.66,A
45,084312.3,+124051,5.64,A
,084410.1,+365505,6.33,F
,084113.1,-471901,4.77,A
,084105.3,-485521,5.90,B
7Eta,084313.5,+032355,4.30,B
,084043.6,-573243,6.34,A
,084156.9,-452439,5.23,B
,084037.0,-594540,4.33,B
,084359.7,+042005,6.37,B
,084340.4,-071401,4.62,G
The,083905.2,-702313,5.20,A
47Del,084441.1,+180915,3.94,K
,084216.0,-480557,5.51,B
,084257.0,-355636,6.42,A
46,084521.4,+304152,6.13,G
49,084445.0,+100454,5.66,A
,084218.9,-530600,5.52,B
,084225.5,-530650,4.86,B
Alp,084335.5,-331111,3.68,B
10,084501.3,+054050,6.13,A
,084849.4,+664229,6.20,B
,084220.9,-554627,6.29,K
,084520.8,-023603,6.41,F
,084455.2,-211004,6.11,A
48Iot,084640.0,+284555,6.57,A
48Iot,084641.8,+284536,4.02,G
,084340.3,-494922,5.16,B
,084424.0,-423857,4.07,G
,084602.5,-020256,5.70,K
,084451.9,-370850,5.76,B
,084606.9,-110023,6.25,K
50,084656.0,+120636,5.87,A
11Eps,084646.6,+062508,3.38,G
,084549.3,-252315,6.10,A
12,084622.5,-133252,4.32,G
Del,084442.2,-544230,1.96,A
,084715.0,-015350,5.29,A
,084601.7,-460230,3.91,A
,084623.8,-410732,6.21,B
,084505.3,-584330,6.21,B
,084649.2,-343722,6.37,B
,084354.3,-681242,6.32,K
13Rho,084826.0,+055016,4.36,A
,084804.9,-063331,6.09,K
,084630.6,-455446,5.46,B
,084430.0,-654932,6.05,A
,084718.9,-460920,5.75,F
,084740.5,-414414,6.36,G
,084642.5,-564611,4.49,B
,085032.2,+331707,6.25,F
14,084921.7,-032635,5.31,B
,084808.8,-422750,6.43,B
Eta,084119.5,-785748,5.47,B
,084800.2,-525102,6.30,B
,085045.1,+184956,6.16,A
5,085322.6,+615744,5.73,F
,085305.9,+590322,6.25,F
,084944.9,-210255,6.47,A
35,085156.8,+434336,5.15,K
,085211.6,+451845,5.99,K
54,085101.5,+152102,6.38,G
,085210.0,+420009,5.99,K
,084951.5,-324650,5.21,G
,085002.2,-292747,5.87,G
,084939.2,-401914,5.48,A
M 67,,,,
,085021.6,-283705,6.17,B
,084952.4,-390830,6.39,A
Gam,085031.9,-274236,4.01,K
51Sig,085234.6,+322827,5.66,A
,084947.7,-451829,4.93,A
53,085228.6,+281533,6.23,M
55Rho,085235.8,+281951,5.95,G
15,085134.5,-071038,5.54,A
,084312.4,-790411,6.05,A
,085021.0,-420524,6.00,B
,085224.2,+052024,6.33,A
,085033.5,-463145,5.10,B
,085355.7,+353218,6.14,A
,085230.7,-131401,6.13,K
,085127.9,-423016,6.55,A
6,085637.5,+643614,5.58,G
57,085414.7,+303446,5.39,G
,085226.1,-323033,6.50,K
,085238.6,-363244,6.42,G
,085248.0,-384327,5.82,M
,085136.6,-573801,5.59,B
,085034.8,-664735,5.35,F
,085417.9,-052604,6.00,G
,085238.6,-482133,5.91,B
58Rho,085539.7,+275539,5.22,G
,085522.9,+171353,6.64,C
,085240.8,-520745,6.39,A
,084555.2,-793016,5.79,K
,084950.3,-723303,6.11,A
,085650.0,+453755,5.74,K
,085630.5,+401206,5.89,F
16Zet,085523.6,+055644,3.11,G
,085350.7,-402651,6.47,K
,085303.8,-563858,6.03,A
60,085555.6,+113734,5.41,K
,085350.7,-473115,5.33,A
17,085529.5,-075813,6.91,A
17,085529.6,-075816,6.67,A
,085512.4,-181429,5.75,K
59Sig,085656.6,+325437,5.45,A
Del,085531.5,-274055,4.89,A
,085636.9,+041412,6.14,G
,085708.2,+170838,6.17,K
,085555.9,-234906,6.39,A
,085348.7,-602115,5.78,B
62Omi,085714.9,+151922,5.20,A
,085519.3,-450230,6.26,B
61,085758.7,+301401,6.29,F
,085634.1,-164234,5.96,K
63Omi,085735.2,+153453,5.67,F
,085827.5,+354809,6.51,A
,085742.0,+092316,6.19,G
,085454.0,-581424,6.38,B
9Iot,085912.4,+480230,3.14,A
,085511.9,-545756,5.71,F
,085502.8,-603841,3.84,B
65Alp,085829.2,+115128,4.25,A
,085808.2,+013230,6.59,A
,085619.4,-524325,4.69,B
64Sig,085932.6,+322507,5.20,G
8Rho,090232.7,+673747,4.76,M
,085910.8,+180805,6.38,M
,085843.9,-160758,5.86,F
,090038.4,+414658,3.97,F
,090030.8,+373616,6.44,K
,091521.2,+841052,6.33,F
,085658.4,-591346,4.92,B
,085755.8,-483424,5.87,G
,085939.9,-191229,6.18,F
,085915.7,-284822,6.25,G
,090140.6,+394248,6.36,A
66,090124.1,+321509,5.82,A
,085852.3,-471405,5.18,A
67,090148.9,+275410,6.07,A
,090131.4,+053827,6.07,K
,090005.4,-411514,4.45,G
,090400.4,+541702,5.75,A
,090022.2,-431024,6.07,B
12Kap,090337.5,+470924,3.60,A
69Nu,090244.3,+242710,5.45,A
,090158.0,-002858,5.67,K
,090111.4,-263950,6.20,K
,085924.1,-590501,5.16,F
,090244.8,+071753,5.85,K
,090120.8,-415152,5.55,B
70,090409.9,+275354,6.38,A
,090206.4,-392409,6.27,K
,090524.1,+483149,5.95,F
,090045.7,-605750,5.79,G
,090144.6,-521118,5.23,B
,090455.2,+322237,6.46,A
,090308.8,-253016,6.74,B
,090643.1,+592040,6.45,A
11Sig,090823.6,+665224,5.14,K
,090108.5,-684102,5.88,M
,090305.2,-533259,6.40,B
,090631.8,+382708,4.56,G
18Ome,090558.4,+050532,4.97,K
,090409.3,-470552,3.75,K
Alp,090226.8,-662346,4.00,A
13Sig,091023.2,+670805,4.80,F
,090726.9,+225852,6.40,F
,090659.9,+012746,6.17,M
15,090852.3,+513617,4.48,F
,090804.1,+323226,6.50,F
72Tau,090800.1,+293915,5.43,G
,090448.0,-575109,6.44,A
76Kap,090744.8,+104005,5.24,B
14Tau,091055.1,+633049,4.67,F
,090851.1,+335256,5.93,F
75,090847.3,+263745,5.98,G
77Xi,090921.5,+220244,5.14,G
Kap,090802.9,-255130,4.58,K
,090634.0,-554812,6.11,B
19,090842.2,-083522,5.60,B
,090714.7,-511243,6.73,K
,090607.6,-642959,6.37,K
,091403.2,+713921,6.55,G
Lam,090759.8,-432557,2.21,K
,090946.4,+113352,6.48,F
,090911.5,-122128,5.77,G
,090843.5,-264604,6.15,A
,090904.3,-181943,5.73,A
,091038.7,+305747,5.95,M
79,091020.9,+215947,6.01,G
20,090935.5,-084716,5.46,G
,090538.3,-703220,4.71,B
,090508.8,-723610,4.48,F
Eps,090956.4,-302155,5.59,A
,091552.6,+725646,5.96,F
,091023.0,-231036,6.53,A
,090945.1,-492529,6.48,A
16,091420.6,+612524,5.13,F
,091155.6,+052806,6.35,A
81Pi,091217.6,+145946,6.51,G
,091212.9,+035202,6.14,A
36,091348.2,+431304,5.32,B
,091158.7,-194452,5.73,G
,091104.4,-445205,5.00,B
21,091226.0,-070635,6.11,A
,091141.0,-391532,6.00,B
,091337.3,+211700,6.48,A
,091133.2,-463502,5.79,B
,091058.0,-585801,3.44,B
17,091549.9,+564429,5.27,K
,091230.6,-433649,5.57,B
18,091611.3,+540119,4.83,A
,091116.6,-621902,3.97,B
,091514.3,+343801,5.97,G
22The,091421.9,+021851,3.88,B
,091955.8,+740059,6.50,G
,091325.9,-383659,6.31,A
,091318.6,-421625,6.29,K
82Pi,091513.8,+145629,5.34,K
,091334.5,-472019,5.92,B
NGC 2,,,,
,091408.2,-440845,5.85,B
,091255.6,-592452,5.54,G
,091424.5,-431339,5.25,B
,091524.9,-150129,6.35,A
,091731.2,+464902,5.97,A
,091457.2,-373609,5.86,G
Zet,085641.1,-853947,5.42,A
,091418.0,-553411,5.27,G
,091514.6,-453320,6.25,B
23,091641.7,-062111,5.24,K
,091536.7,-383412,4.94,K
24,091641.3,-084441,5.47,B
,091545.1,-372448,4.62,F
Bet,091312.0,-694302,1.68,A
,091826.0,+352151,5.75,A
,091707.5,-143425,5.84,K
,091604.2,-445355,6.04,A
,091751.4,+113004,6.41,A
38,091850.7,+364809,3.82,A
,091517.5,-582319,6.02,B
,091623.1,-441557,5.12,K
,091535.0,-573441,6.32,G
,091657.2,-392405,5.33,K
,091212.3,-763947,6.14,K
,091612.2,-573229,4.34,M
,092043.8,+511558,6.13,F
,092143.3,+564157,5.47,M
Iot,091705.4,-591631,2.25,A
,091742.3,-542943,6.33,K
,092059.3,+381118,6.12,F
,091933.7,-111851,6.62,A
,091805.8,-510304,5.26,B
,091933.2,-155004,5.78,K
40Alp,092103.3,+342333,3.13,K
26,091946.4,-115830,4.79,G
,092127.2,+325407,6.16,K
,091842.2,-513338,5.87,B
27,092029.0,-093321,4.80,G
,091947.9,-340612,6.39,B
,092115.4,+152216,6.53,A
,091717.2,-684122,5.39,F
,091751.7,-670303,6.11,K
,092055.5,-153704,6.33,F
,092044.2,-314538,6.82,B
,092029.6,-373453,6.05,K
,091932.6,-551112,6.28,B
The,092129.6,-255756,4.72,M
,092751.6,+750554,6.29,A
,091725.4,-745340,5.29,A
,091727.4,-744405,5.86,A
,092544.2,+635627,6.28,K
,092331.8,+251059,6.41,G
,092250.9,-095020,6.53,A
,092455.7,+513426,6.31,G
,092150.9,-421142,5.58,M
,092422.5,+363513,6.67,F
,092056.8,-622417,4.81,G
,092236.7,-394629,6.54,K
,092224.0,-460251,5.75,G
1Kap,092439.3,+261056,4.46,K
,092150.0,-553054,5.63,A
Lam,092312.3,-285002,4.69,G
Kap,092206.8,-550039,2.50,B
,092344.8,-374526,6.48,A
,092532.5,+163508,6.29,G
,092416.3,-392533,6.06,A
28,092524.0,-050703,5.59,K
,092359.5,-514414,6.08,A
,092327.4,-601809,6.30,K
,092622.3,-012750,6.01,K
,092405.7,-613856,5.99,K
,092840.0,+453605,5.41,K
29,092714.6,-091325,6.54,A
,092644.8,-284715,6.10,B
,092628.5,-403007,6.20,A
,092947.6,+554444,6.45,F
30Alp,092735.2,-083931,1.98,K
,092718.4,-222038,4.69,K
,092746.8,-060416,5.38,G
,093705.2,+811935,4.29,K
,092527.1,-615701,5.77,A
,092618.1,-532245,5.11,B
2Ome,092827.5,+090324,5.41,F
3,092829.2,+081118,5.71,K
,092738.4,-350028,6.65,A
23,093131.7,+630343,3.67,F
,092902.2,-011525,6.27,F
31Tau,092908.9,-024608,4.60,F
,092924.5,-021219,6.14,F
,092644.2,-645547,6.05,A
,092932.4,-041450,6.26,G
,092912.6,-204455,5.66,M
7,093043.2,+333920,5.85,G
Eps,092914.7,-355705,4.51,K
,092916.3,-382414,6.19,A
,092949.9,-232043,6.24,K
22,093453.6,+721220,5.72,F
8,093132.4,+350611,5.37,M
,092954.5,-263523,5.48,K
24,093428.9,+694949,4.56,G
,093022.6,-153438,5.85,K
4Lam,093143.2,+225805,4.31,K
,093606.8,+741904,6.46,B
25The,093251.4,+514038,3.17,F
,092847.0,-621623,5.92,K
,092706.4,-713608,5.47,K
,093307.2,+492619,6.76,A
6,093157.6,+094257,5.07,K
Zet,093045.4,-315329,7.00,A
Zet,093046.1,-315322,6.18,A
5Xi,093156.7,+111759,4.97,K
,092830.6,-664207,5.91,A
,093005.2,-513102,5.45,B
,093138.9,-103308,6.14,F
Psi,093042.0,-402800,3.60,F
32Tau,093158.9,-011106,4.57,A
,093155.8,-102214,6.13,K
Zet,093132.2,-315219,5.93,A
,093132.9,-354254,5.87,K
9,093330.3,+362913,6.18,K
,093318.3,+282205,6.53,A
,093023.4,-582142,5.88,M
,093241.4,+015151,6.11,F
Iot,092409.1,-804713,5.36,F
,093220.4,-192401,5.74,A
,093419.6,+465408,6.52,F
,093218.5,-283741,6.46,A
26,093449.5,+520305,4.50,A
10,093413.4,+362351,4.55,G
,093302.1,-083019,6.12,K
,093255.8,-133101,5.94,K
,093113.3,-570204,3.13,K
,093359.1,+232714,6.25,K
,093320.1,-071124,6.24,K
,093756.2,+730450,6.42,F
,093219.3,-403858,5.35,G
,093312.5,-210657,5.01,K
,093503.8,+393717,4.81,G
,093326.2,-225150,5.91,A
,093522.4,+395748,6.76,F
,093307.8,-390744,6.43,F
,093132.9,-664310,6.27,K
33,093432.7,-055454,5.56,K
11,093539.6,+354837,5.41,G
,093214.6,-624720,6.10,M
,093344.5,-490018,5.12,B
7,093552.9,+142247,6.36,A
,093408.8,-511519,5.01,B
,093642.9,+310942,5.56,M
,093136.3,-730451,5.47,K
,093533.7,-193501,6.31,A
,093511.8,-354926,6.49,F
,093927.9,+671620,5.94,K
,093426.7,-591346,4.08,B
8,093702.6,+162616,5.69,K
10,093712.7,+065009,5.00,K
,093633.7,-244210,6.53,F
42,093821.7,+401423,5.25,F
,093700.2,-251748,5.70,K
,093625.3,-484505,6.17,A
34,093751.5,-092528,6.40,A
,093709.9,-321043,5.63,K
,093827.3,+043857,4.68,K
,093728.3,-360545,5.98,K
,093649.6,-492119,4.35,A
,093646.3,-525639,6.19,K
,094214.8,+691415,5.69,G
27,094257.2,+721509,5.17,K
,093712.3,-534007,5.45,A
,093605.1,-645702,6.56,A
,093801.5,-431128,5.50,G
,094530.8,+780805,6.23,K
,093840.7,-393651,6.70,F
35Iot,093951.4,-010834,3.91,K
37,093947.4,-103413,6.31,A
,094718.0,+790812,6.17,F
,094020.1,-104609,6.37,A
38Kap,094018.4,-141956,5.06,B
,094135.2,+311641,5.89,K
43,094200.3,+394528,5.62,G
14Omi,094109.0,+095332,3.52,F
13,094138.5,+255446,6.24,K
,094243.1,+482552,6.39,A
,094307.0,+542149,6.47,A
,093921.0,-611941,4.52,B
13,094242.7,+350536,6.14,F
,094117.0,-233530,4.77,B
,094436.7,+645902,6.17,F
Zet,093353.2,-805629,5.11,B
15,094333.3,+295828,5.64,A
,094214.4,-235456,4.94,F
,094042.5,-575901,5.32,A
,094102.2,-571535,5.80,K
28,094555.4,+633912,6.34,F
16Psi,094343.9,+140118,5.35,M
,094241.4,-353006,6.41,A
,094147.8,-551251,6.00,B
,094430.0,+185149,6.50,K
,094631.7,+570741,5.2,M
The,094412.1,-274610,4.79,A
,094327.5,-511342,6.15,B
17Eps,094551.1,+234627,2.98,G
,094415.8,-393416,6.82,F
,094342.2,-535330,5.56,A
,094610.0,+064231,5.79,M
18,094623.3,+114836,5.63,K
,094521.8,-301210,6.45,B
,094623.6,+014708,5.65,F
19,094725.9,+113406,6.45,A
,094835.4,+460116,5.09,G
,094733.5,+112544,6.02,M
,094540.5,-571108,6.46,B
,094514.8,-623028,3.69,G
,095023.7,+653536,6.31,A
,094630.4,-444518,5.55,B
,094555.4,-584739,6.22,F
29Ups,095059.4,+590219,3.80,F
20,094950.1,+211046,6.09,A
Ups,094706.1,-650419,3.01,A
Ups,094706.7,-650421,6.26,B
,094928.1,-371111,5.97,K
4,095030.1,+042037,6.24,F
30Phi,095206.4,+540352,4.59,A
,094840.0,-562443,6.06,K
23,095102.0,+130358,6.46,M
,094951.3,-361607,6.37,K
,094957.1,-454358,5.08,B
6,095114.0,-041436,6.01,A
22,095153.0,+242343,5.32,A
,095121.6,-061054,6.42,F
Nu,094620.6,-764634,5.45,G
39Ups,095128.7,-145048,4.12,G
,095042.0,-465604,5.73,K
24Mu,095245.8,+260025,3.88,K
7,095212.2,+022715,6.02,A
,095212.0,+000432,6.35,G
,095159.6,-163205,6.08,K
8Gam,095230.4,-080618,5.05,A
,095119.8,-461138,5.62,K
,095503.4,+610658,6.27,K
,095140.8,-463252,4.58,G
,095112.1,-592533,5.79,K
,095055.7,-624443,5.57,K
,095342.9,+055730,5.95,M
,095258.0,-271956,6.30,G
31,095543.0,+494912,5.27,A
,095822.8,+725246,5.83,K
,095412.3,-255557,4.88,K
,095300.0,-552224,6.48,B
,095431.7,-222918,6.24,A
,095713.6,+572506,5.93,G
,095452.2,-190034,4.94,M
,095350.2,-510849,5.93,B
,095417.6,-451702,5.71,B
,095626.0,+085559,5.85,K
,095451.3,-501438,5.72,A
19,095741.1,+410320,5.14,F
,095756.9,+452452,6.30,K
,095605.4,-404929,6.41,M
,095646.5,-263301,6.28,A
,095635.5,-332507,5.84,K
,095654.0,-272830,6.32,A
,100834.3,+835506,6.37,K
,095621.9,-512010,6.37,B
,095826.1,+274532,6.30,F
27Nu,095813.4,+122641,5.26,B
,095807.6,+081851,6.04,K
,095951.7,+564843,5.48,K
Phi,095651.8,-543404,3.54,B
,095710.9,-523820,6.12,B
,095936.2,+293843,5.73,G
,095742.5,-482452,6.05,B
,095609.7,-712322,6.35,B
12,095943.1,+032305,6.70,F
,095906.1,-235701,6.21,B
Eta,095852.3,-355328,5.23,F
,095715.2,-642922,6.58,K
,095659.7,-690607,6.20,B
29Pi,100012.8,+080239,4.70,M
20,100100.7,+315525,5.36,G
,100248.9,+215657,5.66,B
,100034.4,-565648,6.52,K
,100436.3,+535330,5.74,F
,100140.5,-532152,6.20,B
,100249.3,-303439,6.54,K
,100158.0,-572059,6.20,K
,100510.5,+522215,6.14,A
,100341.0,-093426,6.12,K
,100200.0,-602515,5.94,A
